# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 11:25:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/u63o5wh6.json
# init = 2 (Default)
# random
#   seed = 24928
# output
#   file = /home/lab5/output/code2-20230416112538_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 2.01438e-17
# Diagonal elements of inverse mass matrix:
# 9.90099e-06, 5.04816e-05
-1.83061e+25,1,2.01438e-17,2,3,0,1.83068e+25,-0.367771,0.0078653,1.08576e+13,3.37648e+14,1.02752e+17,3.65251e+18,5.0127e+19,2.80637e+20,8.22755e+19,1.25071e+21,1.69959e+25,1.3085e+24,0,0,0,0,0,0,0,0,0,0
-1.83059e+25,1,2.01438e-17,1,1,0,1.83061e+25,-0.367771,0.0078653,1.08576e+13,3.37646e+14,1.02752e+17,3.65248e+18,5.01266e+19,2.80634e+20,8.22748e+19,1.2507e+21,1.69957e+25,1.30849e+24,0,0,0,0,0,0,0,0,0,0
-1.83057e+25,1,2.01438e-17,1,1,0,1.83059e+25,-0.367771,0.0078653,1.08575e+13,3.37644e+14,1.02751e+17,3.65245e+18,5.01262e+19,2.80632e+20,8.22742e+19,1.25069e+21,1.69955e+25,1.30848e+24,0,0,0,0,0,0,0,0,0,0
-1.83049e+25,1,2.01438e-17,2,3,0,1.83057e+25,-0.367771,0.00786529,1.08573e+13,3.37636e+14,1.02748e+17,3.65234e+18,5.01246e+19,2.80622e+20,8.22715e+19,1.25065e+21,1.69948e+25,1.30843e+24,0,0,0,0,0,0,0,0,0,0
-1.83042e+25,1,2.01438e-17,2,3,0,1.83049e+25,-0.367771,0.00786529,1.0857e+13,3.37628e+14,1.02745e+17,3.65223e+18,5.01229e+19,2.80613e+20,8.22688e+19,1.2506e+21,1.69941e+25,1.30837e+24,0,0,0,0,0,0,0,0,0,0
-1.8304e+25,1,2.01438e-17,1,1,0,1.83042e+25,-0.367771,0.00786529,1.0857e+13,3.37626e+14,1.02745e+17,3.6522e+18,5.01225e+19,2.80611e+20,8.22681e+19,1.25059e+21,1.6994e+25,1.30836e+24,0,0,0,0,0,0,0,0,0,0
-1.82919e+25,1,2.01438e-17,4,15,0,1.8304e+25,-0.367771,0.0078652,1.08533e+13,3.37497e+14,1.02699e+17,3.65042e+18,5.00966e+19,2.8046e+20,8.22251e+19,1.2499e+21,1.69827e+25,1.30753e+24,0,0,0,0,0,0,0,0,0,0
-1.82918e+25,1,2.01438e-17,1,1,0,1.82919e+25,-0.367771,0.0078652,1.08532e+13,3.37495e+14,1.02698e+17,3.6504e+18,5.00962e+19,2.80458e+20,8.22245e+19,1.24989e+21,1.69826e+25,1.30752e+24,0,0,0,0,0,0,0,0,0,0
-1.8291e+25,1,2.01438e-17,2,3,0,1.82918e+25,-0.367771,0.00786519,1.0853e+13,3.37487e+14,1.02695e+17,3.65028e+18,5.00946e+19,2.80448e+20,8.22218e+19,1.24985e+21,1.69819e+25,1.30747e+24,0,0,0,0,0,0,0,0,0,0
-1.8288e+25,1,2.01438e-17,3,7,0,1.8291e+25,-0.367771,0.00786517,1.0852e+13,3.37454e+14,1.02684e+17,3.64984e+18,5.00881e+19,2.80411e+20,8.22111e+19,1.24967e+21,1.69791e+25,1.30726e+24,0,0,0,0,0,0,0,0,0,0
-1.8276e+25,1,2.01438e-17,4,15,0,1.8288e+25,-0.367771,0.00786508,1.08483e+13,3.37326e+14,1.02638e+17,3.64806e+18,5.00623e+19,2.80261e+20,8.21682e+19,1.24898e+21,1.69679e+25,1.30644e+24,0,0,0,0,0,0,0,0,0,0
-1.8085e+25,1,2.01438e-17,6,63,0,1.8276e+25,-0.367771,0.00786366,1.07891e+13,3.35275e+14,1.01909e+17,3.61983e+18,4.96513e+19,2.77874e+20,8.14864e+19,1.23801e+21,1.679e+25,1.29334e+24,0,0,0,0,0,0,0,0,0,0
-1.80848e+25,1,2.01438e-17,1,1,0,1.8085e+25,-0.367771,0.00786366,1.0789e+13,3.35273e+14,1.01908e+17,3.6198e+18,4.96509e+19,2.77871e+20,8.14857e+19,1.238e+21,1.67898e+25,1.29333e+24,0,0,0,0,0,0,0,0,0,0
